1,0.001,0.9925,4.474381923675537,0.9915,0.6756768226623535
1,0.0025,0.993,4.204884052276611,0.9915,0.8854861259460449
1,0.005,0.992625,4.029186964035034,0.9915,0.5891098976135254
1,0.01,0.990875,3.877528667449951,0.9915,0.5270648002624512
1,0.05,0.993125,4.166507005691528,0.9915,0.5296990871429443
1,0.1,0.99225,4.011475086212158,0.9915,0.5071969032287598
1,0.5,0.992,3.8846840858459473,0.991375,0.41587376594543457
1,0.75,0.991875,3.9628379344940186,0.991375,0.47354578971862793
1,1,0.9925,3.9272940158843994,0.991375,0.44541168212890625
125,0.001,0.989625,3.771420955657959,0.993125,1.6412630081176758
125,0.0025,0.989875,3.877391815185547,0.993125,1.095311164855957
125,0.005,0.98975,3.905881643295288,0.993125,0.9791841506958008
125,0.01,0.990875,3.8861827850341797,0.993125,0.8979921340942383
125,0.05,0.99025,3.9672210216522217,0.993,0.8188531398773193
125,0.1,0.99075,3.844944953918457,0.993,0.7374851703643799
125,0.5,0.990375,3.8914828300476074,0.99275,0.584270715713501
125,0.75,0.991125,3.924448013305664,0.992875,0.5656569004058838
125,1,0.99075,3.835385799407959,0.992875,0.579643726348877
